Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Utilization_Ratio,avg_spend
-0.2271209903952996,-0.48144835373282224,1.7378846635545768,-0.5819315717413521,1.6672234995458504,1.7625091197702973,-0.15710497519172784
0.023041259895175064,-0.48144835373282224,-1.3958054327670324,-0.5058516931265341,0.11020227145665445,0.13602126142730483,-0.6570945956519175
-1.102688866411961,-1.1243542247912288,-0.35124206732649593,2.230731716847788,0.2928764155395601,-0.8166876622791697,-0.7558735454696096
0.023041259895175064,-0.48144835373282224,2.7824480289951135,0.33910431886386216,-1.418620934391556,-0.9905660970240775,0.6921838252620879
1.524014761638023,0.8043633883839909,-0.35124206732649593,-0.6776590517201116,-0.5849402768319865,0.020102304930699665,-0.32401458584846016
-0.2271209903952996,0.8043633883839909,-0.35124206732649593,0.15889215302015405,-1.418620934391556,-0.9905660970240775,-0.2774648579427138
0.773528010766599,1.4472692594423975,-1.3958054327670324,-0.4212578539206748,0.2511923826615816,0.04183710927381297,-1.3317338061089203
-0.35220211554053693,-0.48144835373282224,-0.35124206732649593,-0.6430574426513924,0.8016668168442973,1.3930174459373683,-0.8013538959814149
1.524014761638023,-1.1243542247912288,2.7824480289951135,-0.6760217516064498,0.653320699837374,1.508936402433973,-0.04987080593792224
0.2732035101856497,0.8043633883839909,-0.35124206732649593,-0.6543002367652034,0.4081205064375006,1.0452605764475524,-0.4656916153820736
1.6490958867832604,-0.48144835373282224,0.6933212981140404,-0.5427455223543799,-0.33238407763011696,-0.1175514559090192,-0.39408438276347335
0.6484468856213617,-1.1243542247912288,-0.35124206732649593,2.5958496421943678,-0.709992375465922,-0.9253616839947371,-0.8737177333220234
1.0236902610570737,0.16145751732558436,-1.3958054327670324,-0.2662601098273583,1.2834851968750485,0.295409826610137,-0.5521607264686856
-0.7274454909762489,-0.48144835373282224,-0.35124206732649593,2.823980124697911,-1.418620934391556,-0.9905660970240775,-0.42110597997803956
0.6484468856213617,1.4472692594423975,0.6933212981140404,-0.6573565303107054,0.4804545634904632,1.1503121307726007,-0.00389251898513732
0.5233657604761244,-1.1243542247912288,0.6933212981140404,-0.7865613399468031,-0.42801215305606755,1.0452605764475524,-0.6157667219331202
-0.2271209903952996,0.16145751732558436,1.7378846635545768,-0.579421044900404,0.730558760758334,0.9112292829983526,-0.7355573075638432
-0.10203986525006226,-1.1243542247912288,1.7378846635545768,2.823980124697911,-1.418620934391556,-0.9905660970240775,-0.6157667219331202
-0.35220211554053693,0.8043633883839909,0.6933212981140404,-0.2967138919414677,0.11510627532465191,-0.22622547762458664,-0.5940442021512632
2.024339262218972,0.8043633883839909,0.6933212981140404,-0.22489099362217033,0.8090228226462935,0.009234902759142911,-0.9096564576173963
0.2732035101856497,1.4472692594423975,-0.35124206732649593,1.8180229348641048,0.21196035171760189,-0.7985753253265752,-0.6157667219331202
0.773528010766599,-0.48144835373282224,-0.35124206732649593,2.823980124697911,0.7428187704283277,-0.805820260107613,-0.9418978365378007
0.773528010766599,0.8043633883839909,0.6933212981140404,-0.7016727867204846,-0.15093593451421067,0.7011261743482555,-0.7537718656862544
-0.8525266161214862,0.16145751732558436,1.7378846635545768,-0.1753353768486734,0.7894068071743037,-0.06321444505123544,-0.8196982420483423
-0.7274454909762489,1.4472692594423975,-1.3958054327670324,-0.6667437176290331,0.8163788284482897,1.6139879567590218,0.04249064005969202
0.2732035101856497,1.4472692594423975,0.6933212981140404,2.2114115755065784,0.9095549019402416,-0.7514832492498292,-0.9301928715004667
0.023041259895175064,1.4472692594423975,-0.35124206732649593,2.823980124697911,0.46083854801847335,-0.8311775318412453,-0.28096638614801345
1.148771386202311,-1.1243542247912288,1.7378846635545768,-0.7080036804933102,-1.418620934391556,-0.9905660970240775,-0.6157667219331202
0.2732035101856497,0.16145751732558436,0.6933212981140404,2.473161287010644,0.9757589541582073,-0.7659731188119049,-0.6815941771264578
0.773528010766599,0.8043633883839909,1.7378846635545768,-0.6527720899924524,1.0787430353861542,1.780621456722892,-0.6944900014523058
